repo,url,stars,language,created_at,age_years,merged_pull_requests,total_releases,pushed_at,days_since_update,open_issues,closed_issues,closed_issues_ratio
asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,63166,JavaScript,2025-05-03T02:43:56Z,1.3,32,0,2026-08-18T05:07:02Z,1,20,41,0.6721
NanmiCoder/MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,62983,Python,2023-06-09T12:14:34Z,3.2,142,0,2026-08-14T08:19:00Z,5,160,466,0.7444
virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,62957,Python,2024-11-29T16:30:01Z,1.72,53,11,2026-08-07T17:21:58Z,11,52,227,0.8136
resume/resume.github.com,https://github.com/resume/resume.github.com,62885,JavaScript,2011-02-06T13:39:55Z,15.53,84,0,2023-02-15T06:38:51Z,1281,64,67,0.5115
jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,62684,JavaScript,2017-05-25T20:58:42Z,9.23,42,187,2026-08-14T09:09:47Z,5,8,1797,0.9956
git/git,https://github.com/git/git,62656,C,2008-07-23T14:21:26Z,18.07,4,0,2026-08-18T22:51:43Z,0,0,0,
pathwaycom/pathway,https://github.com/pathwaycom/pathway,62424,Python,2022-11-27T13:01:14Z,3.73,30,89,2026-08-19T05:32:12Z,0,29,142,0.8304
usememos/memos,https://github.com/usememos/memos,62356,Go,2021-12-08T15:30:18Z,4.69,2078,96,2026-08-19T11:36:02Z,0,26,3017,0.9915
topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,62298,Kotlin,2016-09-08T12:42:53Z,9.94,1723,156,2026-08-18T18:38:55Z,0,50,6562,0.9924
youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,62213,Shell,2019-12-14T12:05:42Z,6.68,2311,0,2026-08-03T02:57:08Z,16,213,68,0.242
karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,62207,Python,2022-12-28T00:51:12Z,3.64,45,0,2025-11-12T19:52:34Z,279,248,115,0.3168
withastro/astro,https://github.com/withastro/astro,61863,TypeScript,2021-03-15T17:19:47Z,5.43,9219,1000,2026-08-19T12:51:27Z,0,32,6516,0.9951
PlexPt/awesome-chatgpt-prompts-zh,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,61681,,2022-12-12T01:55:03Z,3.69,33,0,2026-04-28T10:52:14Z,113,40,62,0.6078
sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,61586,Python,2025-04-28T11:42:16Z,1.31,2,0,2026-07-17T13:54:28Z,32,36,460,0.9274
reduxjs/redux,https://github.com/reduxjs/redux,61508,TypeScript,2015-05-29T23:53:15Z,11.22,1767,78,2026-08-02T00:52:12Z,17,40,2036,0.9807
FuelLabs/sway,https://github.com/FuelLabs/sway,61499,Rust,2021-01-19T20:54:33Z,5.58,3715,189,2026-08-14T14:48:39Z,4,880,2437,0.7347
minio/minio,https://github.com/minio/minio,61388,Go,2015-01-14T19:23:58Z,11.59,9882,521,2026-04-24T17:54:39Z,116,44,7841,0.9944
2dust/v2rayNG,https://github.com/2dust/v2rayNG,61309,Kotlin,2019-05-15T02:15:31Z,7.26,670,307,2026-08-19T12:28:38Z,0,10,4059,0.9975
lodash/lodash,https://github.com/lodash/lodash,61291,JavaScript,2012-04-07T04:11:46Z,14.37,644,4,2026-07-03T19:48:01Z,46,54,4308,0.9876
RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,61044,Python,2024-01-14T18:05:21Z,2.59,367,4,2026-08-18T09:16:25Z,1,789,1256,0.6142
upstash/context7,https://github.com/upstash/context7,60966,TypeScript,2025-03-26T23:40:39Z,1.4,481,105,2026-08-19T09:01:11Z,0,18,2227,0.992
Solido/awesome-flutter,https://github.com/Solido/awesome-flutter,60953,Dart,2017-05-07T11:45:27Z,9.28,452,0,2026-04-21T19:06:09Z,119,0,0,
h5bp/Front-end-Developer-Interview-Questions,https://github.com/h5bp/Front-end-Developer-Interview-Questions,60873,Nunjucks,2012-02-09T23:34:10Z,14.52,485,0,2026-06-16T23:06:47Z,63,42,143,0.773
tw93/Pake,https://github.com/tw93/Pake,60868,Rust,2022-10-14T09:32:57Z,3.85,162,51,2026-08-15T14:51:04Z,3,0,568,1.0
1c7/chinese-independent-developer,https://github.com/1c7/chinese-independent-developer,60855,Python,2017-09-21T11:08:23Z,8.91,742,0,2026-08-19T06:47:16Z,0,2,359,0.9945
ChrisTitusTech/winutil,https://github.com/ChrisTitusTech/winutil,60843,PowerShell,2022-04-28T02:25:19Z,4.31,1455,45,2026-08-18T15:40:07Z,0,25,2352,0.9895
xingshaocheng/architect-awesome,https://github.com/xingshaocheng/architect-awesome,60837,,2018-04-06T13:30:58Z,8.37,49,0,2024-04-11T11:32:12Z,860,48,23,0.3239
atom/atom,https://github.com/atom/atom,60778,JavaScript,2012-01-20T18:18:21Z,14.58,3937,538,2023-01-03T10:49:48Z,1324,962,16149,0.9438
nuxt/nuxt,https://github.com/nuxt/nuxt,60763,TypeScript,2016-10-26T11:18:47Z,9.81,8311,291,2026-08-19T12:57:14Z,0,365,17119,0.9791
ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,60762,Python,2022-09-11T16:39:45Z,3.93,5429,450,2026-08-19T12:56:38Z,0,49,12843,0.9962
coollabsio/coolify,https://github.com/coollabsio/coolify,60742,PHP,2021-01-25T20:54:01Z,5.56,2791,692,2026-08-19T12:58:08Z,0,611,3356,0.846
pocketbase/pocketbase,https://github.com/pocketbase/pocketbase,60731,Go,2022-07-05T06:06:21Z,4.12,55,284,2026-08-19T07:04:47Z,0,19,2018,0.9907
microsoft/autogen,https://github.com/microsoft/autogen,60511,Python,2023-08-18T11:43:45Z,3.0,2537,98,2026-04-15T11:59:09Z,126,558,2519,0.8187
pbakaus/impeccable,https://github.com/pbakaus/impeccable,60505,JavaScript,2025-11-16T01:52:04Z,0.76,272,45,2026-08-18T18:33:42Z,0,45,188,0.8069
pi-hole/pi-hole,https://github.com/pi-hole/pi-hole,60466,Shell,2014-06-08T15:02:55Z,12.19,2237,126,2026-08-04T11:14:35Z,15,22,3125,0.993
marktext/marktext,https://github.com/marktext/marktext,60297,TypeScript,2017-11-12T16:05:25Z,8.76,1371,47,2026-07-27T03:16:54Z,23,614,2827,0.8216
adam-p/markdown-here,https://github.com/adam-p/markdown-here,60249,JavaScript,2012-05-13T03:27:22Z,14.27,27,17,2025-08-22T00:21:50Z,362,301,334,0.526
sharkdp/bat,https://github.com/sharkdp/bat,60215,Rust,2018-04-21T10:52:23Z,8.33,1665,43,2026-08-11T14:39:20Z,7,326,1303,0.7999
spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,60200,Java,2010-12-08T04:04:45Z,15.7,941,363,2026-08-19T11:19:45Z,0,385,27962,0.9864
CorentinJ/Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,60090,Python,2019-05-26T08:56:15Z,7.23,51,0,2026-03-09T10:31:58Z,163,169,953,0.8494
ghostty-org/ghostty,https://github.com/ghostty-org/ghostty,59867,Zig,2022-03-29T17:38:26Z,4.39,4481,1,2026-08-19T01:36:44Z,0,145,2110,0.9357
jquery/jquery,https://github.com/jquery/jquery,59776,JavaScript,2009-04-03T15:20:14Z,17.37,902,13,2026-08-12T10:08:27Z,7,73,2320,0.9695
shadowsocks/shadowsocks-windows,https://github.com/shadowsocks/shadowsocks-windows,59567,C#,2013-01-14T07:54:16Z,13.59,290,55,2025-01-01T08:09:55Z,595,189,2729,0.9352
meta-llama/llama,https://github.com/meta-llama/llama,59564,Python,2023-02-14T09:29:12Z,3.51,54,0,2025-01-26T21:42:26Z,569,473,654,0.5803
byoungd/up,https://github.com/byoungd/up,59500,JavaScript,2017-05-30T07:18:52Z,9.22,31,0,2026-08-17T05:04:19Z,2,30,102,0.7727
starship/starship,https://github.com/starship/starship,59482,Rust,2019-04-02T03:23:12Z,7.38,3204,141,2026-08-17T16:16:09Z,1,802,1909,0.7042
FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,59467,Go,2018-06-25T05:33:03Z,8.15,53,14,2024-08-13T13:37:46Z,735,117,242,0.6741
termux/termux-app,https://github.com/termux/termux-app,59439,Java,2015-10-23T09:42:46Z,10.82,178,95,2026-07-14T20:47:14Z,35,497,2654,0.8423
rclone/rclone,https://github.com/rclone/rclone,59260,Go,2014-03-16T16:19:57Z,12.42,2490,131,2026-08-19T12:14:13Z,0,977,5198,0.8418
meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,59013,Rust,2018-04-23T11:45:28Z,8.32,2532,330,2026-08-14T09:38:01Z,5,243,2230,0.9017
pathwaycom/llm-app,https://github.com/pathwaycom/llm-app,59008,Jupyter Notebook,2023-07-19T08:43:37Z,3.09,50,0,2026-07-05T17:59:07Z,44,5,15,0.75
rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,58896,Rust,2014-07-17T10:45:10Z,12.09,1919,0,2026-08-18T15:53:34Z,0,7,143,0.9533
penpot/penpot,https://github.com/penpot/penpot,58879,Clojure,2015-12-29T22:09:07Z,10.64,6930,85,2026-08-19T12:55:08Z,0,672,2467,0.7859
rails/rails,https://github.com/rails/rails,58695,Ruby,2008-04-11T02:19:47Z,18.35,26855,168,2026-08-18T21:24:38Z,0,488,18167,0.9738
mvanhorn/last30days-skill,https://github.com/mvanhorn/last30days-skill,58689,Python,2026-01-23T20:37:37Z,0.57,466,41,2026-08-18T17:14:35Z,0,86,158,0.6475
tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,58603,,2014-04-12T16:38:42Z,12.35,129,0,2024-04-15T20:15:56Z,855,28,49,0.6364
pmndrs/zustand,https://github.com/pmndrs/zustand,58584,TypeScript,2019-04-09T09:10:06Z,7.36,928,105,2026-08-19T12:38:15Z,0,2,696,0.9971
angular/angular.js,https://github.com/angular/angular.js,58536,JavaScript,2010-01-06T00:34:37Z,16.62,790,0,2024-04-12T17:43:16Z,858,389,8644,0.9569
MemPalace/mempalace,https://github.com/MemPalace/mempalace,58460,Python,2026-04-05T01:12:07Z,0.37,619,15,2026-08-18T23:09:13Z,0,329,462,0.5841
FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,58013,Python,2025-03-06T14:08:14Z,1.45,116,3,2026-08-16T10:36:18Z,3,281,473,0.6273
ultralytics/yolov5,https://github.com/ultralytics/yolov5,57904,Python,2020-05-18T03:45:11Z,6.25,2320,10,2026-08-16T10:37:11Z,3,30,9413,0.9968
h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate,57594,JavaScript,2010-01-24T18:03:24Z,16.56,846,34,2026-08-10T23:11:22Z,8,7,1359,0.9949
scutan90/DeepLearning-500-questions,https://github.com/scutan90/DeepLearning-500-questions,57537,JavaScript,2018-06-27T06:36:45Z,8.15,302,0,2024-06-26T12:10:14Z,784,111,81,0.4219
go-gitea/gitea,https://github.com/go-gitea/gitea,57491,Go,2016-11-01T02:13:26Z,9.8,19731,235,2026-08-19T12:50:07Z,0,2349,13612,0.8528
deepfakes/faceswap,https://github.com/deepfakes/faceswap,57470,Python,2017-12-19T09:44:13Z,8.67,370,5,2026-08-05T11:39:37Z,14,10,899,0.989
zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,57444,Python,2023-05-02T09:15:31Z,3.3,309,14,2026-08-19T09:39:15Z,0,1,1241,0.9992
crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,57308,Python,2023-10-27T03:26:59Z,2.81,2120,230,2026-08-19T12:54:03Z,0,113,2014,0.9469
karpathy/nanochat,https://github.com/karpathy/nanochat,57308,Python,2025-10-13T13:46:35Z,0.85,84,0,2026-08-02T21:05:23Z,16,22,117,0.8417
wasabeef/awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,57249,,2014-12-24T01:45:03Z,11.65,91,0,2026-06-05T05:39:52Z,75,22,95,0.812
Textualize/rich,https://github.com/Textualize/rich,57086,Python,2019-11-10T15:28:09Z,6.77,869,177,2026-06-23T03:10:19Z,57,237,1289,0.8447
appwrite/appwrite,https://github.com/appwrite/appwrite,57056,TypeScript,2019-04-08T16:36:25Z,7.36,5256,132,2026-08-19T12:54:30Z,0,519,3950,0.8839
FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,56899,Rust,2020-08-27T21:12:14Z,5.97,1657,130,2026-08-18T21:15:18Z,0,162,999,0.8605
soimort/you-get,https://github.com/soimort/you-get,56872,Python,2012-08-20T15:53:36Z,13.99,582,123,2026-07-25T08:02:33Z,25,0,0,
remotion-dev/remotion,https://github.com/remotion-dev/remotion,56807,TypeScript,2020-06-23T19:49:10Z,6.15,6089,672,2026-08-19T12:57:40Z,0,196,3510,0.9471
BerriAI/litellm,https://github.com/BerriAI/litellm,56737,Python,2023-07-27T00:09:52Z,3.06,14478,1000,2026-08-19T09:52:35Z,0,1669,10517,0.863
ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,56668,Python,2017-03-03T21:52:39Z,9.46,95,2,2026-06-25T11:12:50Z,55,775,604,0.438
remix-run/react-router,https://github.com/remix-run/react-router,56557,TypeScript,2014-05-16T22:22:51Z,12.26,3644,344,2026-08-18T20:28:07Z,0,99,8292,0.9882
golang-standards/project-layout,https://github.com/golang-standards/project-layout,56475,Makefile,2017-09-09T16:33:26Z,8.94,98,0,2026-04-28T17:18:05Z,112,72,44,0.3793
makeplane/plane,https://github.com/makeplane/plane,56132,TypeScript,2022-11-19T12:55:01Z,3.75,6446,63,2026-08-19T09:51:05Z,0,793,1116,0.5846
Zie619/n8n-workflows,https://github.com/Zie619/n8n-workflows,56118,Python,2025-05-14T08:43:59Z,1.26,34,1,2026-06-24T14:16:03Z,55,25,80,0.7619
laurent22/joplin,https://github.com/laurent22/joplin,56009,TypeScript,2017-01-16T21:49:41Z,9.59,5989,417,2026-08-19T11:06:38Z,0,619,7618,0.9249
gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,55944,JavaScript,2015-05-21T22:43:05Z,11.24,18303,158,2026-08-19T11:32:21Z,0,217,13910,0.9846
jellyfin/jellyfin,https://github.com/jellyfin/jellyfin,55937,C#,2018-12-09T06:36:45Z,7.69,5626,112,2026-08-19T08:00:31Z,0,377,8312,0.9566
azl397985856/leetcode,https://github.com/azl397985856/leetcode,55757,JavaScript,2018-03-30T09:13:51Z,8.39,257,40,2025-07-16T09:42:17Z,399,9,248,0.965
Raphire/Win11Debloat,https://github.com/Raphire/Win11Debloat,55698,PowerShell,2020-10-27T22:26:59Z,5.81,130,37,2026-08-16T20:49:09Z,2,32,356,0.9175
firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,55554,,2016-09-20T14:35:09Z,9.91,103346,0,2026-08-19T12:17:12Z,0,17,1484,0.9887
typst/typst,https://github.com/typst/typst,55523,Rust,2019-09-24T21:41:56Z,6.9,2495,30,2026-08-17T13:16:08Z,1,1211,3282,0.7305
usestrix/strix,https://github.com/usestrix/strix,55395,Python,2025-08-05T21:28:30Z,1.03,361,26,2026-08-18T23:40:44Z,0,125,188,0.6006
FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,55381,TypeScript,2023-03-31T12:23:09Z,3.39,1820,85,2026-08-13T12:38:19Z,6,701,1973,0.7378
AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,55134,Python,2023-04-29T12:52:15Z,3.31,351,21,2025-05-14T10:15:10Z,462,32,471,0.9364
twentyhq/twenty,https://github.com/twentyhq/twenty,55125,TypeScript,2022-12-01T13:04:40Z,3.71,14028,102,2026-08-19T12:53:27Z,0,114,6726,0.9833
PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,54988,C#,2016-01-13T23:41:35Z,10.6,8463,214,2026-08-18T23:01:04Z,0,1287,12269,0.9051
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,54938,Shell,2019-02-24T19:09:45Z,7.48,170,33,2026-08-15T09:23:06Z,4,128,2492,0.9511
ngosang/trackerslist,https://github.com/ngosang/trackerslist,54905,,2016-04-24T11:57:57Z,10.32,1,0,2026-08-18T22:09:39Z,0,11,528,0.9796
jingyaogong/minimind,https://github.com/jingyaogong/minimind,54831,Python,2024-07-27T04:34:12Z,2.06,12,2,2026-08-06T14:08:38Z,12,26,608,0.959
TryGhost/Ghost,https://github.com/TryGhost/Ghost,54796,JavaScript,2013-05-04T11:09:13Z,13.29,18416,999,2026-08-19T12:58:15Z,0,30,7298,0.9959
facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,54708,Jupyter Notebook,2023-03-23T17:03:03Z,3.41,16,0,2024-09-18T17:46:55Z,699,536,182,0.2535
WerWolv/ImHex,https://github.com/WerWolv/ImHex,54505,C++,2020-11-10T14:27:00Z,5.77,782,82,2026-08-19T07:41:25Z,0,352,1291,0.7858
wagoodman/dive,https://github.com/wagoodman/dive,54474,Go,2018-05-13T15:44:01Z,8.27,164,28,2025-12-15T17:20:36Z,246,169,206,0.5493
lencx/ChatGPT,https://github.com/lencx/ChatGPT,54447,Rust,2022-12-07T09:43:02Z,3.7,123,34,2024-08-29T17:58:11Z,719,907,373,0.2914
maybe-finance/maybe,https://github.com/maybe-finance/maybe,54322,Ruby,2024-01-01T22:23:46Z,2.63,1073,28,2025-07-24T22:20:44Z,390,0,0,
psf/requests,https://github.com/psf/requests,54242,Python,2011-02-13T18:38:17Z,15.51,1697,19,2026-08-17T19:03:16Z,1,148,4025,0.9645
vuejs/core,https://github.com/vuejs/core,54223,TypeScript,2018-06-12T13:49:36Z,8.18,4066,292,2026-08-19T08:52:39Z,0,557,5526,0.9084
ElemeFE/element,https://github.com/ElemeFE/element,54057,Vue,2016-09-03T06:19:26Z,9.96,3228,145,2024-08-20T07:40:13Z,729,2645,15246,0.8522
agalwood/Motrix,https://github.com/agalwood/Motrix,53975,TypeScript,2018-12-18T11:45:05Z,7.67,235,29,2026-08-18T17:18:51Z,0,772,608,0.4406
odoo/odoo,https://github.com/odoo/odoo,53798,Python,2014-05-13T15:38:58Z,12.27,6183,0,2026-08-19T12:57:26Z,0,3761,15358,0.8033
google/material-design-icons,https://github.com/google/material-design-icons,53782,,2014-10-08T18:01:28Z,11.86,50,16,2026-08-14T03:02:13Z,5,410,1186,0.7431
mozilla/pdf.js,https://github.com/mozilla/pdf.js,53753,JavaScript,2011-04-26T06:32:03Z,15.32,9226,88,2026-08-19T12:10:36Z,0,366,10198,0.9654
necolas/normalize.css,https://github.com/necolas/normalize.css,53521,CSS,2011-05-04T10:20:25Z,15.29,56,0,2024-06-12T20:36:06Z,797,47,471,0.9093
freqtrade/freqtrade,https://github.com/freqtrade/freqtrade,53432,Python,2017-05-17T23:48:53Z,9.25,6694,116,2026-08-18T11:21:57Z,1,22,5631,0.9961
JetBrains/kotlin,https://github.com/JetBrains/kotlin,53351,Kotlin,2012-02-13T17:29:58Z,14.51,3571,300,2026-08-19T12:58:54Z,0,0,0,
chinese-poetry/chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,53175,JavaScript,2016-09-02T03:32:25Z,9.96,138,1,2026-06-17T01:56:08Z,63,125,92,0.424
vsouza/awesome-ios,https://github.com/vsouza/awesome-ios,53104,Swift,2014-07-10T16:03:45Z,12.11,2256,0,2026-06-24T14:58:10Z,55,3,494,0.994
ggml-org/whisper.cpp,https://github.com/ggml-org/whisper.cpp,53030,C++,2022-09-25T18:26:37Z,3.9,1023,38,2026-08-18T12:33:22Z,1,1068,895,0.4559
aaif-goose/goose,https://github.com/aaif-goose/goose,52987,Rust,2024-08-23T19:03:36Z,1.98,5875,146,2026-08-19T12:59:17Z,0,167,2616,0.94
microsoft/VibeVoice,https://github.com/microsoft/VibeVoice,52917,Python,2025-08-25T13:24:01Z,0.98,41,0,2026-07-24T09:24:29Z,26,125,118,0.4856
dockur/windows,https://github.com/dockur/windows,52899,Shell,2024-01-14T13:09:40Z,2.59,907,126,2026-08-19T12:43:26Z,0,18,1016,0.9826
lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,52890,TypeScript,2019-08-14T14:31:08Z,7.01,101,113,2026-08-04T16:14:05Z,14,1222,1306,0.5166
sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,52868,Shell,2020-06-04T11:01:37Z,6.21,109,0,2025-11-11T05:23:57Z,281,397,289,0.4213
ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,52621,TypeScript,2013-08-20T23:06:02Z,12.99,6787,948,2026-08-19T12:52:45Z,0,584,21607,0.9737
hesreallyhim/awesome-claude-code,https://github.com/hesreallyhim/awesome-claude-code,52612,Python,2025-04-19T20:55:59Z,1.33,221,0,2026-08-19T12:08:31Z,0,884,1137,0.5626
jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,52542,Go,2019-05-18T08:53:50Z,7.26,195,47,2026-04-19T02:51:06Z,122,197,216,0.523
lllyasviel/Fooocus,https://github.com/lllyasviel/Fooocus,52411,Python,2023-08-09T18:43:40Z,3.03,448,21,2025-12-01T19:17:07Z,260,247,1421,0.8519
prettier/prettier,https://github.com/prettier/prettier,52205,JavaScript,2016-11-29T17:13:37Z,9.72,10233,144,2026-08-18T23:28:47Z,0,1164,6160,0.8411
xai-org/grok-1,https://github.com/xai-org/grok-1,52160,Python,2024-03-17T08:53:38Z,2.42,5,0,2024-08-30T04:17:25Z,719,0,0,
etcd-io/etcd,https://github.com/etcd-io/etcd,52128,Go,2013-07-06T21:57:21Z,13.12,10618,292,2026-08-19T12:45:16Z,0,116,7131,0.984
bmad-code-org/BMAD-METHOD,https://github.com/bmad-code-org/BMAD-METHOD,52064,JavaScript,2025-04-13T14:54:25Z,1.35,842,39,2026-08-19T12:47:02Z,0,101,975,0.9061
VoltAgent/awesome-openclaw-skills,https://github.com/VoltAgent/awesome-openclaw-skills,52052,,2026-01-25T09:22:32Z,0.56,149,0,2026-08-17T12:04:23Z,2,0,84,1.0
google/guava,https://github.com/google/guava,51884,Java,2014-05-29T16:23:17Z,12.22,1439,60,2026-08-18T19:01:59Z,0,617,3051,0.8318
anthropics/claude-cookbooks,https://github.com/anthropics/claude-cookbooks,51844,Jupyter Notebook,2023-08-15T20:23:51Z,3.01,198,0,2026-08-14T20:50:15Z,4,77,138,0.6419
dkhamsing/open-source-ios-apps,https://github.com/dkhamsing/open-source-ios-apps,51757,,2015-01-26T23:32:34Z,11.56,1713,37,2026-08-18T20:37:17Z,0,0,357,1.0
run-llama/llama_index,https://github.com/run-llama/llama_index,51742,Python,2022-11-02T04:24:54Z,3.79,7944,432,2026-08-18T16:37:12Z,0,176,7079,0.9757
expo/expo,https://github.com/expo/expo,51694,TypeScript,2016-08-15T17:14:25Z,10.01,23848,0,2026-08-19T12:52:44Z,0,289,18987,0.985
Avik-Jain/100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,51651,,2018-07-05T09:11:43Z,8.12,6,0,2023-12-29T07:57:53Z,964,0,0,
jekyll/jekyll,https://github.com/jekyll/jekyll,51637,Ruby,2008-10-20T06:29:03Z,17.83,3205,112,2026-08-03T17:55:37Z,15,130,4809,0.9737
dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,51479,Java,2015-10-21T08:26:28Z,10.83,7355,254,2026-08-19T11:45:38Z,0,3224,17282,0.8428
charlax/professional-programming,https://github.com/charlax/professional-programming,51429,Python,2015-11-07T05:07:52Z,10.78,44,0,2026-07-15T15:55:09Z,34,1,32,0.9697
poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,51406,JavaScript,2017-03-15T05:09:01Z,9.43,1335,0,2026-06-06T02:10:59Z,74,0,0,
DefinitelyTyped/DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,51375,TypeScript,2012-10-05T16:39:45Z,13.87,53489,1,2026-08-19T11:47:15Z,0,557,7561,0.9314
ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,51301,Go,2013-12-26T13:05:46Z,12.64,9277,232,2026-08-18T01:40:11Z,1,196,8520,0.9775
justjavac/wechat-miniapp-radar,https://github.com/justjavac/wechat-miniapp-radar,51183,TypeScript,2016-09-22T20:04:48Z,9.9,313,0,2026-08-07T01:04:58Z,12,0,35,1.0
Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,51027,JavaScript,2013-04-08T23:32:04Z,13.36,356,154,2024-11-27T21:01:48Z,629,964,5269,0.8453
cypress-io/cypress,https://github.com/cypress-io/cypress,50981,TypeScript,2015-03-04T00:46:28Z,11.46,8856,402,2026-08-19T08:14:33Z,0,1011,14550,0.935
diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,50883,TypeScript,2026-02-13T12:38:31Z,0.51,5495,278,2026-08-19T12:58:37Z,0,299,3262,0.916
jamiepine/voicebox,https://github.com/jamiepine/voicebox,50837,TypeScript,2026-01-25T12:27:03Z,0.56,147,25,2026-08-09T00:03:42Z,10,491,191,0.2801
CherryHQ/cherry-studio,https://github.com/CherryHQ/cherry-studio,50766,TypeScript,2024-05-24T01:56:26Z,2.24,4938,276,2026-08-19T12:31:48Z,0,862,10266,0.9225
bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,50411,Kotlin,2015-01-14T00:34:25Z,11.59,3,3,2026-08-12T11:06:00Z,7,334,502,0.6005
nlohmann/json,https://github.com/nlohmann/json,50400,C++,2013-07-04T08:47:49Z,13.13,1156,45,2026-08-18T19:47:22Z,0,35,2373,0.9855
mastodon/mastodon,https://github.com/mastodon/mastodon,50220,Ruby,2016-02-22T15:01:25Z,10.49,20642,360,2026-08-19T12:50:48Z,0,4322,8778,0.6701
TanStack/query,https://github.com/TanStack/query,50164,TypeScript,2019-09-10T19:23:58Z,6.94,3819,1000,2026-08-19T08:11:14Z,0,60,2288,0.9744
skylot/jadx,https://github.com/skylot/jadx,50128,Java,2013-03-18T17:08:21Z,13.42,652,35,2026-08-05T19:19:01Z,13,428,1690,0.7979
serhii-londar/open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,50087,,2017-11-03T02:35:33Z,8.79,615,0,2026-04-15T22:47:24Z,125,23,211,0.9017
AlistGo/alist,https://github.com/AlistGo/alist,50059,Go,2020-12-23T17:40:29Z,5.65,974,149,2026-08-05T08:04:29Z,14,522,3974,0.8839
jgthms/bulma,https://github.com/jgthms/bulma,50053,CSS,2016-01-23T23:48:34Z,10.57,646,22,2026-03-01T20:13:02Z,170,349,2404,0.8732
chenglou/pretext,https://github.com/chenglou/pretext,49934,TypeScript,2026-03-07T21:06:28Z,0.45,7,0,2026-06-23T05:01:09Z,57,46,50,0.5208
tldraw/tldraw,https://github.com/tldraw/tldraw,49858,TypeScript,2021-05-09T11:48:37Z,5.28,5480,134,2026-08-19T12:57:59Z,0,391,2293,0.8543
huginn/huginn,https://github.com/huginn/huginn,49822,Ruby,2013-03-10T06:00:31Z,13.44,1179,1,2026-08-15T05:06:36Z,4,613,1580,0.7205
NARKOZ/hacker-scripts,https://github.com/NARKOZ/hacker-scripts,49802,JavaScript,2015-11-21T19:05:09Z,10.74,63,0,2023-10-23T21:01:40Z,1030,38,68,0.6415
Lordog/dive-into-llms,https://github.com/Lordog/dive-into-llms,49744,Jupyter Notebook,2024-04-08T13:11:40Z,2.36,11,1,2025-10-10T06:25:48Z,313,9,17,0.6538
jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,49635,Jupyter Notebook,2016-08-10T14:24:36Z,10.02,28,0,2024-06-26T19:17:33Z,783,126,84,0.4
roboflow/supervision,https://github.com/roboflow/supervision,49533,Python,2022-11-28T14:08:44Z,3.72,1378,40,2026-08-19T09:02:40Z,0,40,503,0.9263
